AAPL_x,AAPL_y
02-01-2014,77.44539475
03-01-2014,77.04557544
06-01-2014,74.89697204
07-01-2014,75.856461
08-01-2014,75.09194679
09-01-2014,76.20263178
10-01-2014,75.2301837
13-01-2014,73.84891755
14-01-2014,75.0113527
15-01-2014,77.14481412
16-01-2014,77.33058367
17-01-2014,76.85652616
21-01-2014,75.39394758
22-01-2014,76.7763823
,
